mode,id,memory_used,timestamp,init,billed,memory_max,duration
embedded,34469878404944926182426157071351435716069291717295276058,84,1545682805578,,100,256,26.12
interactive,34469768139356306951730640235685380003561300200349892619,50,1545677861098,504.27,600,256,74.27
embedded,34469841448417592119859852383989399875078193704287535183,87,1545681148390,,100,256,9.78
interactive,34469751593452211373125983207759553831505331866842169408,48,1545677119154,,100,256,25.39
embedded,34469878357622744871144174765012641541509468601604833288,84,1545682803456,1031.61,1100,256,22.9
embedded,34469883987267464278611742160839606832798026236288761893,86,1545683055898,,100,256,40.65
interactive,34469743371234358910480822347430983311535419845892112445,48,1545676750457,,100,256,34.2
embedded,34469838593453891058770947031286980252075383053465092139,81,1545681020369,,100,256,35.34
embedded,34469878571709898777038156923755536958933739059016826963,84,1545682813056,,100,256,28.22
embedded,34469889477086511291292302461348112760563870555834089497,84,1545683302070,817.91,900,256,37.17
interactive,34469762607009738845452181599455927194787631129433931836,49,1545677613019,,100,256,5.23
interactive,34469740481013179690515001807143385394344884494570749971,48,1545676620855,,100,256,29.67
embedded,34469867190346180745346391044664399766621745893827674179,81,1545682302698,,100,256,20.75
embedded,34469872894118577192729749768647785005716874320646438986,83,1545682558464,,100,256,54.16
interactive,34469721612798682117725373187286011394357703136738672701,50,1545675774775,,100,256,23.48
interactive,34469691268843712833062381556859112776972535081864658954,48,1545674414105,513.35,700,256,134.99
embedded,34469856121192895493083349150817449328956461142789587027,82,1545681806340,,100,256,17.25
interactive,34469718820098661650933967649776703563717739737949732893,48,1545675649546,,100,256,31.9
embedded,34469878476262709327327089877982662751998751813420646451,84,1545682808776,,100,256,40.07
interactive,34469718945919466061043743414321226057999795354691240008,48,1545675655188,,100,256,19.64
interactive,34469746000960533466410433964340961746155827040597508147,48,1545676868378,,100,256,21.85
interactive,34469762563300278256332160242045919380396842577712316459,49,1545677611059,,100,256,40.18
embedded,34469867164923331219021480663313680935802613777009999931,81,1545682301558,,100,256,27.74
interactive,34469724229122108809338080297187414385002365090067054635,48,1545675892095,,100,256,4.06
interactive,34469726923029828046638825315088036349851140870465585214,49,1545676012894,,100,256,37.6
interactive,34469691315206962100807547068111871065808478652797943835,48,1545674416184,,100,256,19.36
embedded,34469867084640648504311237353785095154268512355480502306,81,1545682297958,988.84,1100,256,27.19
embedded,34469875603971329246979890341494946269069362578793431074,84,1545682679978,,100,256,30.72
embedded,34469872752285837730074986588480616791673295142610993172,83,1545682552104,,100,256,22.34
embedded,34469881204468974679967933296965917956732073763190079551,81,1545682931113,,100,256,14.59
embedded,34469855959267184606552494520126598951256708247865786402,82,1545681799079,,100,256,40.37
interactive,34469737790093760309817360289375725226021495962143490059,48,1545676500190,501.79,600,256,74.61
interactive,34469729536900172766413163878578920691778647641244893230,49,1545676130104,,100,256,5.89
embedded,34469838706317962508534430750599250429948740635231977551,81,1545681025430,,100,256,34.49
interactive,34469729559178617219745256396973103246154360785719328823,49,1545676131103,,100,256,53.37
interactive,34469732511351266601229148030878105168393354255946088519,48,1545676263483,,100,256,8.71
interactive,34469729581501663163474410161650357237075370653205725248,49,1545676132104,,100,256,45.76
embedded,34469872774631184419002670976299406500866953371603370013,83,1545682553106,,100,256,12.24
embedded,34469878453092235066053772433927051466717104208706994219,84,1545682807737,,100,256,73.02
interactive,34469748697477439891939261897341480274010545724184657936,48,1545676989294,,100,256,22.72
interactive,34469732374402390337052591318707259256059766247720353812,48,1545676257342,,100,256,20.3
interactive,34469716153420152301039113486533606749862119250677334044,48,1545675529968,,100,256,16.64
embedded,34469881252593982818397018036399997989107237893095817297,81,1545682933271,,100,256,63.79
interactive,34469759854651766442802673319323179622910057362428919887,48,1545677489599,,100,256,28.96
embedded,34469838741530839177014284691084149582460503453175054424,81,1545681027009,,100,256,71.83
interactive,34469756914298512016540011957029019490601126845177331731,49,1545677357749,,100,256,29.57
interactive,34469743402879116347195776585270167540423444822878322758,48,1545676751876,,100,256,65.27
interactive,34469716130205076549368734796194924028035174922951720980,48,1545675528927,,100,256,20.84
embedded,34469853080218678731050516158035696530201413697399554129,83,1545681669978,,100,256,8.63
embedded,34469841400671696649805788237961427053338051719983464511,87,1545681146249,,100,256,29.85
embedded,34469847114613232907719111115491865271167117891523379287,84,1545681402471,,100,256,2.54
embedded,34469886921554916010874074033592788145739904291265380414,87,1545683187476,,100,256,57.94
embedded,34469872820994433686747836487552164789702896942536654895,83,1545682555185,,100,256,24.11
interactive,34469754152239715452529682610968363164570058029227900957,48,1545677233894,,100,256,41.44
embedded,34469892450221861159394979843990680262390708423606272061,83,1545683435390,,100,256,35.53
embedded,34469864382258646091568855531148273947305769423766945873,83,1545682176779,,100,256,25.5
interactive,34469740526975015544686616101848500754273157558396387364,48,1545676622916,,100,256,93.93
interactive,34469746022748361525374852773621358498533276231940374588,48,1545676869355,,100,256,21.42
embedded,34469864276575414595732232463410505053225184246925754415,83,1545682172040,,100,256,37.09
interactive,34469751456570237344545018365013315073989688943134375947,48,1545677113016,431.56,500,256,57.68
embedded,34469849965495897597476912445688231481947115899618328604,84,1545681530309,,100,256,52.51
interactive,34469691450371778749101653928959859516330197740545245264,48,1545674422245,,100,256,26.89
interactive,34469735274993416074335151620170821077400164490210181183,50,1545676387409,,100,256,22.28
interactive,34469718888851859098003878795131322998292638260887355446,48,1545675652629,,100,256,36.23
interactive,34469765557911245750619827714152248903168110674396053583,48,1545677745342,,100,256,31.04
embedded,34469889551637902489980175623502018946027343070326620210,84,1545683305413,,100,256,2.49
embedded,34469852933925790228689628349561384661628162218168025134,83,1545681663418,,100,256,11.07
interactive,34469737904251274981095620150897067063708458511257239606,48,1545676505309,,100,256,67.88
embedded,34469858793491192633007920352450477054198410482753536039,83,1545681926170,,100,256,26.95
interactive,34469737859203769680063761404994916152958768269176799269,48,1545676503289,,100,256,47.42
embedded,34469884075087798870425336092207265390487273846839640124,86,1545683059836,,100,256,22.16
embedded,34469870076976939988348781261120661828620076790253486147,83,1545682432139,,100,256,6.37
interactive,34469726900729082848108202173552318077202779364485169205,49,1545676011894,,100,256,37.07
interactive,34469748767524080560523949184905171368399049214469144617,48,1545676992435,,100,256,34.33
embedded,34469889503445992115955499014643331758834233855902941219,84,1545683303252,,100,256,3.52
interactive,34469743447502907489455553491483139803992816196345135191,48,1545676753877,,100,256,20.72
